Time [h]	T [C]
233.05	-8.84
233.10	-8.88
233.15	-8.92
233.20	-8.97
233.25	-9.01
233.30	-9.05
233.35	-9.10
233.40	-9.14
233.45	-9.19
233.50	-9.24
233.55	-9.29
233.60	-9.34
233.65	-9.39
233.70	-9.44
233.75	-9.49
233.80	-9.54
233.85	-9.59
233.90	-9.65
233.95	-9.70
234.00	-9.76
234.05	-9.81
234.10	-9.87
234.15	-9.93
234.20	-9.98
234.25	-10.04
234.30	-10.10
234.35	-10.16
234.40	-10.22
234.45	-10.28
234.50	-10.35
234.55	-10.41
234.60	-10.47
234.65	-10.53
234.70	-10.60
234.75	-10.66
234.80	-10.73
234.85	-10.80
234.90	-10.86
234.95	-10.93
235.00	-11.00
235.05	-11.07
235.10	-11.13
235.15	-11.20
235.20	-11.27
235.25	-11.34
235.30	-11.41
235.35	-11.49
235.40	-11.56
235.45	-11.63
235.50	-11.70
235.55	-11.77
235.60	-11.85
235.65	-11.92
235.70	-11.99
235.75	-12.07
235.80	-12.14
235.85	-12.22
235.90	-12.29
235.95	-12.37
236.00	-12.44
236.05	-12.52
236.10	-12.60
236.15	-12.67
236.20	-12.75
236.25	-12.83
236.30	-12.90
236.35	-12.98
236.40	-13.06
236.45	-13.14
236.50	-13.21
236.55	-13.29
236.60	-13.37
236.65	-13.45
236.70	-13.53
236.75	-13.60
236.80	-13.68
236.85	-13.76
236.90	-13.84
236.95	-13.92
237.00	-14.00
237.05	-14.08
237.10	-14.15
237.15	-14.23
237.20	-14.31
237.25	-14.39
237.30	-14.47
237.35	-14.55
237.40	-14.62
237.45	-14.70
237.50	-14.78
237.55	-14.86
237.60	-14.94
237.65	-15.01
237.70	-15.09
237.75	-15.17
237.80	-15.24
237.85	-15.32
237.90	-15.40
237.95	-15.47
238.00	-15.55
238.05	-15.63
238.10	-15.70
238.15	-15.78
238.20	-15.85
238.25	-15.93
238.30	-16.00
238.35	-16.07
238.40	-16.15
238.45	-16.22
238.50	-16.29
238.55	-16.37
238.60	-16.44
238.65	-16.51
238.70	-16.58
238.75	-16.65
238.80	-16.72
238.85	-16.79
238.90	-16.86
238.95	-16.93
239.00	-17.00
239.05	-17.07
239.10	-17.13
239.15	-17.20
239.20	-17.27
239.25	-17.33
239.30	-17.40
239.35	-17.46
239.40	-17.52
239.45	-17.59
239.50	-17.65
239.55	-17.71
239.60	-17.77
239.65	-17.83
239.70	-17.89
239.75	-17.95
239.80	-18.01
239.85	-18.07
239.90	-18.13
239.95	-18.18
240.00	-18.24
240.05	-18.30
240.10	-18.35
240.15	-18.40
240.20	-18.46
240.25	-18.51
240.30	-18.56
240.35	-18.61
240.40	-18.66
240.45	-18.71
240.50	-18.76
240.55	-18.81
240.60	-18.85
240.65	-18.90
240.70	-18.94
240.75	-18.99
240.80	-19.03
240.85	-19.07
240.90	-19.11
240.95	-19.15
241.00	-19.19
241.05	-19.23
241.10	-19.27
241.15	-19.31
241.20	-19.34
241.25	-19.38
241.30	-19.41
241.35	-19.45
241.40	-19.48
241.45	-19.51
241.50	-19.54
241.55	-19.57
241.60	-19.60
241.65	-19.63
241.70	-19.65
241.75	-19.68
241.80	-19.71
241.85	-19.73
241.90	-19.75
241.95	-19.77
242.00	-19.79
242.05	-19.81
242.10	-19.83
242.15	-19.85
242.20	-19.87
242.25	-19.88
242.30	-19.90
242.35	-19.91
242.40	-19.93
242.45	-19.94
242.50	-19.95
242.55	-19.96
242.60	-19.97
242.65	-19.97
242.70	-19.98
242.75	-19.99
242.80	-19.99
242.85	-20.00
242.90	-20.00
242.95	-20.00
243.00	-20.00
243.05	-20.00
243.10	-20.00
243.15	-20.00
243.20	-19.99
243.25	-19.99
243.30	-19.98
243.35	-19.98
243.40	-19.97
243.45	-19.96
243.50	-19.95
243.55	-19.94
243.60	-19.93
243.65	-19.91
243.70	-19.90
243.75	-19.89
243.80	-19.87
243.85	-19.85
243.90	-19.83
243.95	-19.82
244.00	-19.80
244.05	-19.78
244.10	-19.75
244.15	-19.73
244.20	-19.71
244.25	-19.68
244.30	-19.66
244.35	-19.63
244.40	-19.60
244.45	-19.57
244.50	-19.54
244.55	-19.51
244.60	-19.48
244.65	-19.45
244.70	-19.42
244.75	-19.38
244.80	-19.35
244.85	-19.31
244.90	-19.27
244.95	-19.24
245.00	-19.20
245.05	-19.16
245.10	-19.12
245.15	-19.08
245.20	-19.03
245.25	-18.99
245.30	-18.95
245.35	-18.90
245.40	-18.86
245.45	-18.81
245.50	-18.76
245.55	-18.71
245.60	-18.66
245.65	-18.61
245.70	-18.56
245.75	-18.51
245.80	-18.46
245.85	-18.41
245.90	-18.35
245.95	-18.30
246.00	-18.24
246.05	-18.19
246.10	-18.13
246.15	-18.07
246.20	-18.02
246.25	-17.96
246.30	-17.90
246.35	-17.84
246.40	-17.78
246.45	-17.72
246.50	-17.65
246.55	-17.59
246.60	-17.53
246.65	-17.47
246.70	-17.40
246.75	-17.34
246.80	-17.27
246.85	-17.20
246.90	-17.14
246.95	-17.07
247.00	-17.00
247.05	-16.93
247.10	-16.87
247.15	-16.80
247.20	-16.73
247.25	-16.66
247.30	-16.59
247.35	-16.51
247.40	-16.44
247.45	-16.37
247.50	-16.30
247.55	-16.23
247.60	-16.15
247.65	-16.08
247.70	-16.01
247.75	-15.93
247.80	-15.86
247.85	-15.78
247.90	-15.71
247.95	-15.63
248.00	-15.56
248.05	-15.48
248.10	-15.40
248.15	-15.33
248.20	-15.25
248.25	-15.17
248.30	-15.10
248.35	-15.02
248.40	-14.94
248.45	-14.86
248.50	-14.79
248.55	-14.71
248.60	-14.63
248.65	-14.55
248.70	-14.47
248.75	-14.40
248.80	-14.32
248.85	-14.24
248.90	-14.16
248.95	-14.08
249.00	-14.00
249.05	-13.92
249.10	-13.85
249.15	-13.77
249.20	-13.69
249.25	-13.61
249.30	-13.53
249.35	-13.45
249.40	-13.38
249.45	-13.30
249.50	-13.22
249.55	-13.14
249.60	-13.06
249.65	-12.99
249.70	-12.91
249.75	-12.83
249.80	-12.76
249.85	-12.68
249.90	-12.60
249.95	-12.53
250.00	-12.45
250.05	-12.37
250.10	-12.30
250.15	-12.22
250.20	-12.15
250.25	-12.07
250.30	-12.00
250.35	-11.93
250.40	-11.85
250.45	-11.78
250.50	-11.71
250.55	-11.63
250.60	-11.56
250.65	-11.49
250.70	-11.42
250.75	-11.35
250.80	-11.28
250.85	-11.21
250.90	-11.14
250.95	-11.07
251.00	-11.00
251.05	-10.93
251.10	-10.87
251.15	-10.80
251.20	-10.73
251.25	-10.67
251.30	-10.60
251.35	-10.54
251.40	-10.48
251.45	-10.41
251.50	-10.35
251.55	-10.29
251.60	-10.23
251.65	-10.17
251.70	-10.11
251.75	-10.05
251.80	-9.99
251.85	-9.93
251.90	-9.87
251.95	-9.82
252.00	-9.76
252.05	-9.70
252.10	-9.65
252.15	-9.60
252.20	-9.54
252.25	-9.49
252.30	-9.44
252.35	-9.39
252.40	-9.34
252.45	-9.29
252.50	-9.24
252.55	-9.19
252.60	-9.15
252.65	-9.10
252.70	-9.06
252.75	-9.01
252.80	-8.97
252.85	-8.93
252.90	-8.89
252.95	-8.85
253.00	-8.81
253.05	-8.77
253.10	-8.73
253.15	-8.69
253.20	-8.66
253.25	-8.62
253.30	-8.59
253.35	-8.55
253.40	-8.52
253.45	-8.49
253.50	-8.46
253.55	-8.43
253.60	-8.40
253.65	-8.37
253.70	-8.35
253.75	-8.32
253.80	-8.29
253.85	-8.27
253.90	-8.25
253.95	-8.23
254.00	-8.21
254.05	-8.19
254.10	-8.17
254.15	-8.15
254.20	-8.13
254.25	-8.12
254.30	-8.10
254.35	-8.09
254.40	-8.07
254.45	-8.06
254.50	-8.05
254.55	-8.04
254.60	-8.03
254.65	-8.03
254.70	-8.02
254.75	-8.01
254.80	-8.01
254.85	-8.00
254.90	-8.00
254.95	-8.00
255.00	-8.00
255.05	-8.00
255.10	-8.00
255.15	-8.00
255.20	-8.01
255.25	-8.01
255.30	-8.02
255.35	-8.02
255.40	-8.03
255.45	-8.04
255.50	-8.05
255.55	-8.06
255.60	-8.07
255.65	-8.09
255.70	-8.10
255.75	-8.11
255.80	-8.13
255.85	-8.15
255.90	-8.17
255.95	-8.18
256.00	-8.20
256.05	-8.22
256.10	-8.25
256.15	-8.27
256.20	-8.29
256.25	-8.32
256.30	-8.34
256.35	-8.37
256.40	-8.40
256.45	-8.43
256.50	-8.46
256.55	-8.49
256.60	-8.52
256.65	-8.55
256.70	-8.58
256.75	-8.62
256.80	-8.65
256.85	-8.69
256.90	-8.73
256.95	-8.76
257.00	-8.80
257.05	-8.84
257.10	-8.88
257.15	-8.92
257.20	-8.97
257.25	-9.01
257.30	-9.05
257.35	-9.10
257.40	-9.14
257.45	-9.19
257.50	-9.24
257.55	-9.29
257.60	-9.34
257.65	-9.38
257.70	-9.44
257.75	-9.49
257.80	-9.54
257.85	-9.59
257.90	-9.65
257.95	-9.70
258.00	-9.76
258.05	-9.81
258.10	-9.87
258.15	-9.92
258.20	-9.98
258.25	-10.04
258.30	-10.10
258.35	-10.16
258.40	-10.22
258.45	-10.28
258.50	-10.34
258.55	-10.41
258.60	-10.47
258.65	-10.53
258.70	-10.60
258.75	-10.66
258.80	-10.73
258.85	-10.80
258.90	-10.86
258.95	-10.93
259.00	-11.00
259.05	-11.07
259.10	-11.13
259.15	-11.20
259.20	-11.27
259.25	-11.34
259.30	-11.41
259.35	-11.49
259.40	-11.56
259.45	-11.63
259.50	-11.70
259.55	-11.77
259.60	-11.85
259.65	-11.92
259.70	-11.99
259.75	-12.07
259.80	-12.14
259.85	-12.22
259.90	-12.29
259.95	-12.37
260.00	-12.44
260.05	-12.52
260.10	-12.60
260.15	-12.67
260.20	-12.75
260.25	-12.83
260.30	-12.90
260.35	-12.98
260.40	-13.06
260.45	-13.14
260.50	-13.21
260.55	-13.29
260.60	-13.37
260.65	-13.45
260.70	-13.53
260.75	-13.60
260.80	-13.68
260.85	-13.76
260.90	-13.84
260.95	-13.92
261.00	-14.00
261.05	-14.08
261.10	-14.15
261.15	-14.23
261.20	-14.31
261.25	-14.39
261.30	-14.47
261.35	-14.55
261.40	-14.62
261.45	-14.70
261.50	-14.78
261.55	-14.86
261.60	-14.94
261.65	-15.01
261.70	-15.09
261.75	-15.17
261.80	-15.24
261.85	-15.32
261.90	-15.40
261.95	-15.47
262.00	-15.55
262.05	-15.63
262.10	-15.70
262.15	-15.78
262.20	-15.85
262.25	-15.93
262.30	-16.00
262.35	-16.07
262.40	-16.15
262.45	-16.22
262.50	-16.29
262.55	-16.37
262.60	-16.44
262.65	-16.51
262.70	-16.58
262.75	-16.65
262.80	-16.72
262.85	-16.79
262.90	-16.86
262.95	-16.93
263.00	-17.00
263.05	-17.07
263.10	-17.13
263.15	-17.20
263.20	-17.27
263.25	-17.33
263.30	-17.40
263.35	-17.46
263.40	-17.52
263.45	-17.59
263.50	-17.65
263.55	-17.71
263.60	-17.77
263.65	-17.83
263.70	-17.89
263.75	-17.95
263.80	-18.01
263.85	-18.07
263.90	-18.13
263.95	-18.18
264.00	-18.24
264.05	-18.30
264.10	-18.35
264.15	-18.40
264.20	-18.46
264.25	-18.51
264.30	-18.56
264.35	-18.61
264.40	-18.66
264.45	-18.71
264.50	-18.76
264.55	-18.81
264.60	-18.85
264.65	-18.90
264.70	-18.94
264.75	-18.99
264.80	-19.03
264.85	-19.07
264.90	-19.11
264.95	-19.15
265.00	-19.19
265.05	-19.23
265.10	-19.27
265.15	-19.31
265.20	-19.34
265.25	-19.38
265.30	-19.41
265.35	-19.45
265.40	-19.48
265.45	-19.51
265.50	-19.54
265.55	-19.57
265.60	-19.60
265.65	-19.63
265.70	-19.65
265.75	-19.68
265.80	-19.71
265.85	-19.73
265.90	-19.75
265.95	-19.77
266.00	-19.79
266.05	-19.81
266.10	-19.83
266.15	-19.85
266.20	-19.87
266.25	-19.88
266.30	-19.90
266.35	-19.91
266.40	-19.93
266.45	-19.94
266.50	-19.95
266.55	-19.96
266.60	-19.97
266.65	-19.97
266.70	-19.98
266.75	-19.99
266.80	-19.99
266.85	-20.00
266.90	-20.00
266.95	-20.00
267.00	-20.00
267.05	-20.00
267.10	-20.00
267.15	-20.00
267.20	-19.99
267.25	-19.99
267.30	-19.98
267.35	-19.98
267.40	-19.97
267.45	-19.96
267.50	-19.95
267.55	-19.94
267.60	-19.93
267.65	-19.91
267.70	-19.90
267.75	-19.89
267.80	-19.87
267.85	-19.85
267.90	-19.83
267.95	-19.82
268.00	-19.80
268.05	-19.78
268.10	-19.75
268.15	-19.73
268.20	-19.71
268.25	-19.68
268.30	-19.66
268.35	-19.63
268.40	-19.60
268.45	-19.57
268.50	-19.54
268.55	-19.51
268.60	-19.48
268.65	-19.45
268.70	-19.42
268.75	-19.38
268.80	-19.35
268.85	-19.31
268.90	-19.27
268.95	-19.24
269.00	-19.20
269.05	-19.16
269.10	-19.12
269.15	-19.08
269.20	-19.03
269.25	-18.99
269.30	-18.95
269.35	-18.90
269.40	-18.86
269.45	-18.81
269.50	-18.76
269.55	-18.71
269.60	-18.66
269.65	-18.62
269.70	-18.56
269.75	-18.51
269.80	-18.46
269.85	-18.41
269.90	-18.35
269.95	-18.30
270.00	-18.24
270.05	-18.19
270.10	-18.13
270.15	-18.08
270.20	-18.02
270.25	-17.96
270.30	-17.90
270.35	-17.84
270.40	-17.78
270.45	-17.72
270.50	-17.66
270.55	-17.59
270.60	-17.53
270.65	-17.47
270.70	-17.40
270.75	-17.34
270.80	-17.27
270.85	-17.20
270.90	-17.14
270.95	-17.07
271.00	-17.00
271.05	-16.93
271.10	-16.87
271.15	-16.80
271.20	-16.73
271.25	-16.66
271.30	-16.59
271.35	-16.51
271.40	-16.44
271.45	-16.37
271.50	-16.30
271.55	-16.23
271.60	-16.15
271.65	-16.08
271.70	-16.01
271.75	-15.93
271.80	-15.86
271.85	-15.78
271.90	-15.71
271.95	-15.63
272.00	-15.56
272.05	-15.48
272.10	-15.40
272.15	-15.33
272.20	-15.25
272.25	-15.17
272.30	-15.10
272.35	-15.02
272.40	-14.94
272.45	-14.86
272.50	-14.79
272.55	-14.71
272.60	-14.63
272.65	-14.55
272.70	-14.47
272.75	-14.40
272.80	-14.32
272.85	-14.24
272.90	-14.16
272.95	-14.08
273.00	-14.00
273.05	-13.92
273.10	-13.85
273.15	-13.77
273.20	-13.69
273.25	-13.61
273.30	-13.53
273.35	-13.45
273.40	-13.38
273.45	-13.30
273.50	-13.22
273.55	-13.14
273.60	-13.06
273.65	-12.99
273.70	-12.91
273.75	-12.83
273.80	-12.76
273.85	-12.68
273.90	-12.60
273.95	-12.53
274.00	-12.45
274.05	-12.37
274.10	-12.30
274.15	-12.22
274.20	-12.15
274.25	-12.07
274.30	-12.00
274.35	-11.93
274.40	-11.85
274.45	-11.78
274.50	-11.71
274.55	-11.63
274.60	-11.56
274.65	-11.49
274.70	-11.42
274.75	-11.35
274.80	-11.28
274.85	-11.21
274.90	-11.14
274.95	-11.07
275.00	-11.00
275.05	-10.94
275.10	-10.87
275.15	-10.80
275.20	-10.73
275.25	-10.67
275.30	-10.60
275.35	-10.54
275.40	-10.48
275.45	-10.41
275.50	-10.35
275.55	-10.29
275.60	-10.23
275.65	-10.17
275.70	-10.11
275.75	-10.05
275.80	-9.99
275.85	-9.93
275.90	-9.87
275.95	-9.82
276.00	-9.76
276.05	-9.70
276.10	-9.65
276.15	-9.60
276.20	-9.54
276.25	-9.49
276.30	-9.44
276.35	-9.39
276.40	-9.34
276.45	-9.29
276.50	-9.24
276.55	-9.19
276.60	-9.15
276.65	-9.10
276.70	-9.06
276.75	-9.01
276.80	-8.97
276.85	-8.93
276.90	-8.89
276.95	-8.85
277.00	-8.81
277.05	-8.77
277.10	-8.73
277.15	-8.69
277.20	-8.66
277.25	-8.62
277.30	-8.59
277.35	-8.55
277.40	-8.52
277.45	-8.49
277.50	-8.46
277.55	-8.43
277.60	-8.40
277.65	-8.37
277.70	-8.35
277.75	-8.32
277.80	-8.29
277.85	-8.27
277.90	-8.25
277.95	-8.23
278.00	-8.21
278.05	-8.19
278.10	-8.17
278.15	-8.15
278.20	-8.13
278.25	-8.12
278.30	-8.10
278.35	-8.09
278.40	-8.07
278.45	-8.06
278.50	-8.05
278.55	-8.04
278.60	-8.03
278.65	-8.03
278.70	-8.02
278.75	-8.01
278.80	-8.01
278.85	-8.00
278.90	-8.00
278.95	-8.00
279.00	-8.00
279.05	-8.00
279.10	-8.00
279.15	-8.00
279.20	-8.01
279.25	-8.01
279.30	-8.02
279.35	-8.02
279.40	-8.03
279.45	-8.04
279.50	-8.05
279.55	-8.06
279.60	-8.07
279.65	-8.09
279.70	-8.10
279.75	-8.11
279.80	-8.13
279.85	-8.15
279.90	-8.17
279.95	-8.18
280.00	-8.20
280.05	-8.22
280.10	-8.25
280.15	-8.27
280.20	-8.29
280.25	-8.32
280.30	-8.34
280.35	-8.37
280.40	-8.40
280.45	-8.43
280.50	-8.46
280.55	-8.49
280.60	-8.52
280.65	-8.55
280.70	-8.58
280.75	-8.62
280.80	-8.65
280.85	-8.69
280.90	-8.73
280.95	-8.76
281.00	-8.80
281.05	-8.84
281.10	-8.88
281.15	-8.92
281.20	-8.97
281.25	-9.01
281.30	-9.05
281.35	-9.10
281.40	-9.14
281.45	-9.19
281.50	-9.24
281.55	-9.29
281.60	-9.34
281.65	-9.38
281.70	-9.44
281.75	-9.49
281.80	-9.54
281.85	-9.59
281.90	-9.65
281.95	-9.70
282.00	-9.75
282.05	-9.81
282.10	-9.87
282.15	-9.92
282.20	-9.98
282.25	-10.04
282.30	-10.10
282.35	-10.16
282.40	-10.22
282.45	-10.28
282.50	-10.34
282.55	-10.41
282.60	-10.47
282.65	-10.53
282.70	-10.60
282.75	-10.66
282.80	-10.73
282.85	-10.80
282.90	-10.86
282.95	-10.93
283.00	-11.00
283.05	-11.07
283.10	-11.13
283.15	-11.20
283.20	-11.27
283.25	-11.34
283.30	-11.41
283.35	-11.48
283.40	-11.56
283.45	-11.63
283.50	-11.70
283.55	-11.77
283.60	-11.85
283.65	-11.92
283.70	-11.99
283.75	-12.07
283.80	-12.14
283.85	-12.22
283.90	-12.29
283.95	-12.37
284.00	-12.44
284.05	-12.52
284.10	-12.60
284.15	-12.67
284.20	-12.75
284.25	-12.83
284.30	-12.90
284.35	-12.98
284.40	-13.06
284.45	-13.14
284.50	-13.21
284.55	-13.29
284.60	-13.37
284.65	-13.45
284.70	-13.53
284.75	-13.60
284.80	-13.68
284.85	-13.76
284.90	-13.84
284.95	-13.92
285.00	-14.00
285.05	-14.08
285.10	-14.15
285.15	-14.23
285.20	-14.31
285.25	-14.39
285.30	-14.47
285.35	-14.55
285.40	-14.62
285.45	-14.70
285.50	-14.78
285.55	-14.86
285.60	-14.94
285.65	-15.01
285.70	-15.09
285.75	-15.17
285.80	-15.24
285.85	-15.32
285.90	-15.40
285.95	-15.47
286.00	-15.55
286.05	-15.63
286.10	-15.70
286.15	-15.78
286.20	-15.85
286.25	-15.93
286.30	-16.00
286.35	-16.07
286.40	-16.15
286.45	-16.22
286.50	-16.29
286.55	-16.37
286.60	-16.44
286.65	-16.51
286.70	-16.58
286.75	-16.65
286.80	-16.72
286.85	-16.79
286.90	-16.86
286.95	-16.93
287.00	-17.00
287.05	-17.06
287.10	-17.13
287.15	-17.20
287.20	-17.26
287.25	-17.33
287.30	-17.40
287.35	-17.46
287.40	-17.52
287.45	-17.59
287.50	-17.65
287.55	-17.71
287.60	-17.77
287.65	-17.83
287.70	-17.89
287.75	-17.95
287.80	-18.01
287.85	-18.07
287.90	-18.13
287.95	-18.18
288.00	-18.24
288.05	-18.30
288.10	-18.35
288.15	-18.40
288.20	-18.46
288.25	-18.51
288.30	-18.56
288.35	-18.61
288.40	-18.66
288.45	-18.71
288.50	-18.76
288.55	-18.81
288.60	-18.85
288.65	-18.90
288.70	-18.94
288.75	-18.99
288.80	-19.03
288.85	-19.07
288.90	-19.11
288.95	-19.15
289.00	-19.19
289.05	-19.23
289.10	-19.27
289.15	-19.31
289.20	-19.34
289.25	-19.38
289.30	-19.41
289.35	-19.45
289.40	-19.48
289.45	-19.51
289.50	-19.54
289.55	-19.57
289.60	-19.60
289.65	-19.63
289.70	-19.65
289.75	-19.68
289.80	-19.71
289.85	-19.73
289.90	-19.75
289.95	-19.77
290.00	-19.79
290.05	-19.81
290.10	-19.83
290.15	-19.85
290.20	-19.87
290.25	-19.88
290.30	-19.90
290.35	-19.91
290.40	-19.93
290.45	-19.94
290.50	-19.95
290.55	-19.96
290.60	-19.97
290.65	-19.97
290.70	-19.98
290.75	-19.99
290.80	-19.99
290.85	-20.00
290.90	-20.00
290.95	-20.00
291.00	-20.00
291.05	-20.00
291.10	-20.00
291.15	-20.00
291.20	-19.99
291.25	-19.99
291.30	-19.98
291.35	-19.98
291.40	-19.97
291.45	-19.96
291.50	-19.95
291.55	-19.94
291.60	-19.93
291.65	-19.91
291.70	-19.90
291.75	-19.89
291.80	-19.87
291.85	-19.85
291.90	-19.84
291.95	-19.82
292.00	-19.80
292.05	-19.78
292.10	-19.75
292.15	-19.73
292.20	-19.71
292.25	-19.68
292.30	-19.66
292.35	-19.63
292.40	-19.60
292.45	-19.57
292.50	-19.54
292.55	-19.51
292.60	-19.48
292.65	-19.45
292.70	-19.42
292.75	-19.38
292.80	-19.35
292.85	-19.31
292.90	-19.27
292.95	-19.24
293.00	-19.20
293.05	-19.16
293.10	-19.12
293.15	-19.08
293.20	-19.03
293.25	-18.99
293.30	-18.95
293.35	-18.90
293.40	-18.86
293.45	-18.81
293.50	-18.76
293.55	-18.71
293.60	-18.67
293.65	-18.62
293.70	-18.56
293.75	-18.51
293.80	-18.46
293.85	-18.41
293.90	-18.35
293.95	-18.30
294.00	-18.25
294.05	-18.19
294.10	-18.13
294.15	-18.08
294.20	-18.02
294.25	-17.96
294.30	-17.90
294.35	-17.84
294.40	-17.78
294.45	-17.72
294.50	-17.66
294.55	-17.59
294.60	-17.53
294.65	-17.47
294.70	-17.40
294.75	-17.34
294.80	-17.27
294.85	-17.20
294.90	-17.14
294.95	-17.07
295.00	-17.00
295.05	-16.93
295.10	-16.87
295.15	-16.80
295.20	-16.73
295.25	-16.66
295.30	-16.59
295.35	-16.52
295.40	-16.44
295.45	-16.37
295.50	-16.30
295.55	-16.23
295.60	-16.15
295.65	-16.08
295.70	-16.01
295.75	-15.93
295.80	-15.86
295.85	-15.78
295.90	-15.71
295.95	-15.63
296.00	-15.56
296.05	-15.48
296.10	-15.40
296.15	-15.33
296.20	-15.25
296.25	-15.17
296.30	-15.10
296.35	-15.02
296.40	-14.94
296.45	-14.86
296.50	-14.79
296.55	-14.71
296.60	-14.63
296.65	-14.55
296.70	-14.47
296.75	-14.40
296.80	-14.32
296.85	-14.24
296.90	-14.16
296.95	-14.08
297.00	-14.00
297.05	-13.92
297.10	-13.85
297.15	-13.77
297.20	-13.69
297.25	-13.61
297.30	-13.53
297.35	-13.45
297.40	-13.38
297.45	-13.30
297.50	-13.22
297.55	-13.14
297.60	-13.06
297.65	-12.99
297.70	-12.91
297.75	-12.83
297.80	-12.76
297.85	-12.68
297.90	-12.60
297.95	-12.53
298.00	-12.45
298.05	-12.37
298.10	-12.30
298.15	-12.22
298.20	-12.15
298.25	-12.07
298.30	-12.00
298.35	-11.93
298.40	-11.85
298.45	-11.78
298.50	-11.71
298.55	-11.63
298.60	-11.56
298.65	-11.49
298.70	-11.42
298.75	-11.35
298.80	-11.28
298.85	-11.21
298.90	-11.14
298.95	-11.07
299.00	-11.00
299.05	-10.94
299.10	-10.87
299.15	-10.80
299.20	-10.74
299.25	-10.67
299.30	-10.60
299.35	-10.54
299.40	-10.48
299.45	-10.41
299.50	-10.35
299.55	-10.29
299.60	-10.23
299.65	-10.17
299.70	-10.11
299.75	-10.05
299.80	-9.99
299.85	-9.93
299.90	-9.87
299.95	-9.82
300.00	-9.76
300.05	-9.70
300.10	-9.65
300.15	-9.60
300.20	-9.54
300.25	-9.49
300.30	-9.44
300.35	-9.39
300.40	-9.34
300.45	-9.29
300.50	-9.24
300.55	-9.19
300.60	-9.15
300.65	-9.10
300.70	-9.06
300.75	-9.01
300.80	-8.97
300.85	-8.93
300.90	-8.89
300.95	-8.85
301.00	-8.81
301.05	-8.77
301.10	-8.73
301.15	-8.69
301.20	-8.66
301.25	-8.62
301.30	-8.59
301.35	-8.55
301.40	-8.52
301.45	-8.49
301.50	-8.46
301.55	-8.43
301.60	-8.40
301.65	-8.37
301.70	-8.35
301.75	-8.32
301.80	-8.29
301.85	-8.27
301.90	-8.25
301.95	-8.23
302.00	-8.21
302.05	-8.19
302.10	-8.17
302.15	-8.15
302.20	-8.13
302.25	-8.12
302.30	-8.10
302.35	-8.09
302.40	-8.07
302.45	-8.06
302.50	-8.05
302.55	-8.04
302.60	-8.03
302.65	-8.03
302.70	-8.02
302.75	-8.01
302.80	-8.01
302.85	-8.00
302.90	-8.00
302.95	-8.00
303.00	-8.00
303.05	-8.00
303.10	-8.00
303.15	-8.00
303.20	-8.01
303.25	-8.01
303.30	-8.02
303.35	-8.02
303.40	-8.03
303.45	-8.04
303.50	-8.05
303.55	-8.06
303.60	-8.07
303.65	-8.09
303.70	-8.10
303.75	-8.11
303.80	-8.13
303.85	-8.15
303.90	-8.16
303.95	-8.18
304.00	-8.20
304.05	-8.22
304.10	-8.25
304.15	-8.27
304.20	-8.29
304.25	-8.32
304.30	-8.34
304.35	-8.37
304.40	-8.40
304.45	-8.43
304.50	-8.46
304.55	-8.49
304.60	-8.52
304.65	-8.55
304.70	-8.58
304.75	-8.62
304.80	-8.65
304.85	-8.69
304.90	-8.73
304.95	-8.76
305.00	-8.80
305.05	-8.84
305.10	-8.88
305.15	-8.92
305.20	-8.97
305.25	-9.01
305.30	-9.05
305.35	-9.10
305.40	-9.14
305.45	-9.19
305.50	-9.24
305.55	-9.29
305.60	-9.33
305.65	-9.38
305.70	-9.44
305.75	-9.49
305.80	-9.54
305.85	-9.59
305.90	-9.65
305.95	-9.70
306.00	-9.75
306.05	-9.81
306.10	-9.87
306.15	-9.92
306.20	-9.98
306.25	-10.04
306.30	-10.10
306.35	-10.16
306.40	-10.22
306.45	-10.28
306.50	-10.34
306.55	-10.41
306.60	-10.47
306.65	-10.53
306.70	-10.60
306.75	-10.66
306.80	-10.73
306.85	-10.80
306.90	-10.86
306.95	-10.93
307.00	-11.00
307.05	-11.07
307.10	-11.13
307.15	-11.20
307.20	-11.27
307.25	-11.34
307.30	-11.41
307.35	-11.48
307.40	-11.56
307.45	-11.63
307.50	-11.70
307.55	-11.77
307.60	-11.85
307.65	-11.92
307.70	-11.99
307.75	-12.07
307.80	-12.14
307.85	-12.22
307.90	-12.29
307.95	-12.37
308.00	-12.44
308.05	-12.52
308.10	-12.60
308.15	-12.67
308.20	-12.75
308.25	-12.83
308.30	-12.90
308.35	-12.98
308.40	-13.06
308.45	-13.14
308.50	-13.21
308.55	-13.29
308.60	-13.37
308.65	-13.45
308.70	-13.53
308.75	-13.60
308.80	-13.68
308.85	-13.76
308.90	-13.84
308.95	-13.92
309.00	-14.00
309.05	-14.07
309.10	-14.15
309.15	-14.23
309.20	-14.31
309.25	-14.39
309.30	-14.47
309.35	-14.55
309.40	-14.62
309.45	-14.70
309.50	-14.78
309.55	-14.86
309.60	-14.93
309.65	-15.01
309.70	-15.09
309.75	-15.17
309.80	-15.24
309.85	-15.32
309.90	-15.40
309.95	-15.47
310.00	-15.55
310.05	-15.63
310.10	-15.70
310.15	-15.78
310.20	-15.85
310.25	-15.93
310.30	-16.00
310.35	-16.07
310.40	-16.15
310.45	-16.22
310.50	-16.29
310.55	-16.37
310.60	-16.44
310.65	-16.51
310.70	-16.58
